,review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
3988669,R3IDI5WJNB2RAK,5,43,43,N,Y
3988695,R2X3SP7CIKZRM,5,31,33,N,Y
3988714,R3TR5DSXRT2UGL,5,29,31,N,Y
3988755,R5V7T6AYUJNKV,1,31,36,N,N
3988761,R12YUOQGUGGACP,5,38,39,N,Y
3988771,R1W4IMD135INXL,4,31,34,N,Y
3988810,R2RQKNFESS13LY,5,46,50,N,Y
3988835,R35L9AZE3NR0NR,5,20,21,N,N
3988967,R22ELRGUJZMQE,1,3,28,N,N
3989056,R2SPQJUZ9JAULX,5,87,90,N,Y
3989096,R2Y40MPFK54RKR,5,29,30,N,Y
3989193,R1ZEO5YB6J22JM,1,10,105,N,Y
3989242,R2APAUG8LX6CK3,2,4,40,N,Y
3989351,RZSB2US45P0NE,5,47,52,N,N
3989391,R3PDD7T01PLNIC,4,46,50,N,Y
3989520,R3AHO5UHL3KFLY,1,50,51,N,Y
3989566,R5DEB0E8OZB2O,5,32,47,N,Y
3989619,R3UHUQZ18VGDP9,5,23,25,N,N
3989634,R2OEPD89B14RXV,5,35,38,N,N
3989644,RW4X1MF3GY52M,4,35,35,N,N
3989735,R3M9U0JCIOY6UP,5,27,27,N,Y
3989860,RT7JJAHSNALMZ,5,20,20,N,Y
3989887,R1YGHST925MXXF,5,37,38,N,Y
3989976,R8AG2UOC6PMDC,3,19,21,N,Y
3990001,RGLOICLE5D8JG,4,45,47,N,Y
3990032,R2C00YHDPWCCZ4,4,73,74,N,N
3990073,R39OY0L7WYWC4V,1,18,20,N,Y
3990413,R37QQT0KH7P23M,3,29,29,N,N
3990529,R3FVH3BQMQXSKA,4,23,23,N,N
3990555,R2UEXMEIORBYZG,1,19,21,N,Y
3990626,R1OFXTAMXPAUW6,5,53,56,N,Y
3990671,R3VY92VY9Y6NA2,1,52,55,N,Y
3990672,R1KGBS98VVQJ9N,5,35,35,N,Y
3990685,R3KJ0OPFWBT20P,3,41,46,N,N
3990737,R20C43DWJKM9UH,5,25,26,N,Y
3990745,R26CNTBQWYM0SV,5,19,21,N,Y
3990992,R3E095VZI485W8,4,65,68,N,N
3991099,R3MSZYOGDGSB01,1,22,24,N,Y
3991213,R1J8GFNT9X06RE,5,21,22,N,Y
3991238,R1T77KZQS4ZYZ2,4,42,45,N,Y
3991271,R21VA4RMQL6587,5,28,32,N,Y
3991357,R1ANHJF60CCCQP,5,79,89,N,Y
3991412,R2MC6XLH3YBV0G,3,28,33,N,N
3991469,R2ITF4Q1PV5OTB,5,22,22,N,Y
3991546,R233JQ69JT6X4A,3,21,22,N,Y
3991602,R314QCKXL0PDJ7,5,124,129,N,Y
3991671,R25RZUJZJF4XSZ,1,43,45,N,Y
3991705,RBBL6QET1SQLO,5,22,22,N,N
3991731,R9QFUN5AKE3X7,5,30,31,N,Y
3991753,R1UMURJQ6MP9S0,5,159,172,N,N
3991764,R1KFB3H6S1NYBA,5,30,31,N,Y
3991801,R2SKFLWQOC28A0,5,46,51,N,Y
3991821,R13YRJF6OYZGCI,3,152,161,N,Y
3991857,RWES0G95SHL39,5,37,48,N,N
3991858,R11TZW746HTD0H,1,16,22,N,N
3991869,R2Y6CEJ5J0SX2Q,2,22,24,N,N
3991895,R3DW0K9X7MLDUW,4,23,26,N,Y
3991897,R3SYIJ235V5ZYP,2,23,23,N,Y
3991904,R15LZF35WZEUOV,5,24,26,N,Y
3992001,R9I49JFE65B6P,1,26,26,N,Y
3992012,R1EBIA0O8TN6LE,5,22,22,N,Y
3992029,R3JYI4J7KWU8MW,5,17,22,N,Y
3992150,RAUYN182S2CF3,5,23,27,N,Y
3992160,R2OKES18FTM2BF,5,35,47,N,N
3992200,R2NS851NSG5D4U,5,15,21,N,N
3992295,RXSJC683TDXMF,5,24,24,N,Y
3992310,R14JOASNDXLT6O,1,19,26,N,Y
3992331,R10IWJXPP0B2RE,5,30,30,N,Y
3992341,R1B23VCWWETQ2H,5,27,28,N,Y
3992503,R1N0GNXGJZZMQ4,4,22,31,N,Y
3992514,R2DTXEML6V2XCM,3,36,41,N,N
3992560,R271AYRXR07ZYD,2,14,20,N,Y
3992581,R1JUG3Y9IOPP8X,1,22,30,N,Y
3992634,R2SDZ37LCEUTKB,4,20,24,N,Y
3992657,R1QHM4EWEL9H35,2,51,56,N,Y
3992693,RSR51CL6UZ1WG,1,30,36,N,Y
3992773,R8OR1KF25E0WO,5,149,156,N,N
3992789,R1FRDX3NX0AMRV,1,24,29,N,Y
3992801,R289ZCWBSML9K,5,76,81,N,Y
3992820,R2QBJMW81A6VG8,5,30,34,N,N
3992830,R3TY636VBBDL3F,1,26,28,N,Y
3992851,R3FM6IRHXSL907,5,19,21,N,N
3992858,R1ZY5P9PS63PRS,2,102,107,N,Y
3992943,R16G67SEN55XJY,5,55,59,N,Y
3992946,R3SLG6IH6PLL2R,1,24,24,N,N
3993030,R35HYYSE7H24IC,4,20,20,N,Y
3993071,RJK7N6C1OOSUR,5,83,84,N,Y
3993090,R20NWQKUDKRNLD,1,3,22,N,Y
3993136,R1VW00QKG97SL2,2,26,26,N,N
3993161,R3O3MR52DN5O1P,5,71,72,N,N
3993173,R3ECPJV1QZC4AN,5,92,92,N,Y
3993319,R22L7UTAZMPZ2Y,2,38,47,N,Y
3993363,R13C3OJ5962LR2,1,1,20,N,Y
3993371,R39SU34VD2SYPD,2,61,77,N,Y
3993395,R1HI956BB61UNY,1,29,35,N,N
3993450,R2OOH68Y7FCVCW,5,43,44,N,Y
3993470,R2D959I8OPPWWR,1,13,21,N,Y
3993486,R1BG6DNI1WCXF7,5,43,56,N,Y
3993543,R141IVQD0QWIJT,3,25,26,N,Y
3993545,RN6ZZY6Q1CTF0,1,20,21,N,Y
3993579,R2S654N5FSUJFS,4,30,31,N,Y
3993681,R17J60KQFD45OJ,5,42,47,N,N
3993856,RT1JDZN1UVZUH,5,22,24,N,N
3993910,R12HC3IMP93JBA,4,31,35,N,Y
3994024,R26QY55YQ3RLBH,5,41,47,N,Y
3994043,R1YZ9JB056RZ9O,5,24,25,N,Y
3994080,R1ZVAWJ2MCN18P,5,132,146,N,Y
3994130,R12MDM09KC0A1K,3,53,72,N,N
3994256,R2OLV15Q9V6YHQ,5,122,124,N,Y
3994291,R107IO6MGJRXES,2,61,61,N,Y
3994595,R1D002X8D2DSW9,4,52,53,N,Y
3994602,R52KZ91HLLIQH,5,35,38,N,Y
3994850,RA21FIQ5MMTPX,4,19,22,N,Y
3994890,R31MI9PW3YHBCK,4,18,24,N,Y
3994918,R2PVL4WS8Z3S79,5,25,27,N,Y
3994950,REMTRW44SEAXN,5,16,20,N,Y
3994961,R1KTFMX3V29YKE,5,29,32,N,N
3994973,R17B8Z2NEPF2X7,5,83,94,N,N
3994979,R39JXRKHN760WI,5,21,23,N,Y
3995016,ROTR38W61LFGF,3,27,33,N,Y
3995027,R1BMC2BOPHE05B,5,35,37,N,Y
3995045,R1ZKEWQT4Q6OVY,5,123,128,N,Y
3995102,R38JU219KY19AZ,1,17,20,N,N
3995135,R2MDZTZNKSRODO,5,31,34,N,Y
3995171,R216KQ17XXKG2A,5,34,39,N,Y
3995230,R1KPVB41XNZGHY,3,33,33,N,N
3995309,R16IDQTG2TFWAT,5,19,21,N,Y
3995320,R1FMAJT65JA3SA,5,31,32,N,N
3995336,R3N3RL3LPSK8B4,5,27,27,N,Y
3995441,R172356FFP1PVQ,5,145,147,N,Y
3995612,R2W01Z73VQTP46,4,32,33,N,N
3995636,R2EP8XK6BCCAT,5,20,22,N,Y
3995685,R2BPB0TI0PT3KZ,5,21,21,N,N
3995926,R2WDV9BXDL1F4W,4,163,168,N,N
3995944,R3RTDWD70UPP7X,1,52,61,N,Y
3995996,R1PZFM3ZXFS3KK,5,32,35,N,Y
3996023,R2UCO614KBS6PV,5,147,158,N,Y
3996067,R1U0MDPUJNSP2F,5,21,22,N,Y
3996103,R1ZFEYAFPMKNTO,1,57,60,N,N
3996109,R3KO1Y5LFM23P8,1,19,22,N,Y
3996154,R374ZID5ZJ1WO5,2,78,83,N,Y
3996231,R3PB2XENQ0Z2WM,4,41,44,N,Y
3996235,R1FJ8QKGST4Y42,4,27,28,N,Y
3996238,R3HPAUJG8KS5NL,3,58,60,N,N
3996246,R2FUP360FHVEYO,1,21,23,N,N
3996290,R3F4Y1R2YCVFME,2,26,32,N,Y
3996328,R1VC92IM10UX9F,1,76,81,N,N
3996357,RGPU4IV4184UJ,5,25,30,N,N
3996378,R2NDTX5RNUJL6G,4,22,26,N,Y
3996409,R1WE1V18W1UKXA,5,21,25,N,Y
3996450,RU1MIWR8FPTGJ,1,127,132,N,N
3996553,R23L096QZ6Y694,1,32,41,N,N
3996634,R3URZMWSEMVEKY,5,24,33,N,Y
3996791,R1ABDC9NF9K948,5,26,26,N,N
3996966,R310IS2DD3YUW5,3,27,31,N,Y
3997046,R3E8C50U5UFAX4,5,20,22,N,Y
3997129,R1XH7KBA2LSX5M,5,19,22,N,N
3997347,R1FTRE67ZPPK2V,5,17,21,N,Y
3997421,R2S04H5J1Z2SIF,5,27,27,N,Y
3997469,R372YLVKBTSPH6,5,32,35,N,Y
3997510,R3014Y2SFZIVVU,5,37,38,N,N
3997587,RC11YDGUZL4R6,1,0,23,N,Y
3997593,RWV6U0GVIV056,1,0,30,N,Y
3997668,RQ4B4RB5UAO32,5,23,23,N,Y
3997719,R1O4J7T5SLNXTI,4,23,24,N,Y
3997808,R1Q6OBK1AURZU2,4,78,82,N,Y
3997813,R2A34EKNG1Q1EH,4,18,20,N,Y
3997815,RH4B3HMFQZCVE,5,47,47,N,Y
3997830,R3VO72SU7ZT789,5,21,21,N,Y
3997836,R30BJIY8VRAR58,1,17,28,N,Y
3997841,R13O8RQWQ5BVZY,1,36,43,N,Y
3997843,RDIL4L4P98IFA,4,109,113,N,Y
3997861,R8MB26G6Z6M28,5,27,27,N,N
3997870,R75YCEUCL0YR2,5,26,26,N,Y
3998002,R3VWY827WSPK7W,1,15,22,N,Y
3998028,RI3IZSYKQ77V4,2,34,45,N,N
3998072,R2C7U603FMDWWL,1,32,37,N,Y
3998178,R1262EM0MQRAAC,5,23,25,N,Y
3998295,RNSVHY4FYQOYN,1,22,23,N,N
3998356,R1878TI5RJODVT,5,21,22,N,N
3998362,R2TKBMI49QQGY,4,29,30,N,Y
3998686,R1Q63G4GA2VDPH,2,21,21,N,Y
3998720,R3TBNKZ5L10AZB,5,36,38,N,Y
3998792,R35MYCYVU712K5,1,53,63,N,N
3998836,R2LJCRG78MFHR5,5,30,32,N,Y
3998847,R1PI9C5VYXPB40,5,42,42,N,N
3998894,RFZ8PGQFSORD9,5,47,49,N,Y
3998919,R1BPHVCBTPUGAH,5,75,84,N,Y
3999000,R1YLXNLHAS4JAM,3,22,23,N,Y
3999027,RFX84UWNXPW4P,5,58,61,N,Y
3999056,R1GQTFLITU4K9R,5,42,47,N,N
3999058,R20RJFDS8093B3,1,22,25,N,Y
3999132,R23314CKY70I9A,5,22,26,N,Y
3999177,R2IGXK18ZS3OV8,2,32,35,N,Y
3999370,RH77N8LYCKEG0,4,32,32,N,Y
3999401,R3Q7IS9S2J0SLH,5,21,21,N,Y
3999407,R12LGLCE74N7NZ,1,19,22,N,Y
3999424,R7P9ENAWMRGO6,4,46,48,N,N
3999443,R2HFUARWLZPM6N,3,21,24,N,Y
3999489,R13XVD154UQKHG,5,16,20,N,Y
3999509,R2H0H8PAE7QOQU,5,437,439,N,Y
3999524,R1YXBZNXS1NHAT,2,41,55,N,Y
3999604,R3950CXF99CYI5,5,22,26,N,Y
3999613,R34670HSAM773F,1,2,25,N,Y
3999614,R2VDV64R3E6N8X,5,33,37,N,N
3999720,RYO8OTME37VC,5,30,33,N,N
3999743,R3T658AEXDRF9L,5,130,133,N,Y
3999857,R62E2QTUADQD2,3,20,21,N,Y
3999944,R35IPRXXQH7J52,3,24,24,N,N
3999992,RQ7Z4Q4U9WNVE,5,47,47,N,N
4000034,R2KAXS55YIREAY,5,25,26,N,Y
4000176,R2L5R2NJTAIL9X,5,20,22,N,Y
4000248,R1BM8J9T9NNT1X,5,181,190,N,Y
4000306,R1YCPAKUS9Z1NH,5,46,48,N,Y
4000314,R1YS27QD6ZERDN,5,20,20,N,Y
4000439,R5BCZ5T9XM5BQ,2,23,25,N,Y
4000476,R355MFT84DD03G,5,90,96,N,N
4000518,R21DV419AU2QK7,1,46,52,N,N
4000555,R1T2ZO1D0Z9TSG,1,16,21,N,Y
4000587,R2WSPACZMGME56,1,20,28,N,Y
4000639,RHC7TBAUZDY8L,5,18,21,N,N
4000668,R1JYG7NJJNMGF6,5,29,39,N,N
4000673,R1IB9Y46IS9ZWX,5,22,23,N,Y
4000701,R2SBOJ761Z5G81,5,25,25,N,N
4000750,R32GYXYBQT7Q1Q,1,23,31,N,N
4000807,R2W1FCDU5BOA2E,1,27,29,N,Y
4000829,R2DAJHEKDS07N4,5,31,32,N,Y
4000870,R16KQRAXUOR2LY,3,21,23,N,Y
4000909,RCUA26FO6DXIY,3,18,20,N,Y
4001003,R103RQ1R5ZPCMX,3,21,22,N,N
4001008,R52ZHFW9TXQ99,5,23,24,N,Y
4001055,R1KHEVC1RHGA3F,5,19,20,N,Y
4001118,R3BUI535NQDMLK,5,27,28,N,Y
4001146,R1QV5S3ZIK63IF,5,26,26,N,Y
4001184,R3TMXQ0710ZYCE,5,34,35,N,Y
4001200,R2J2V8GLJXVT9J,2,84,91,N,N
4001216,R1JENPHX3VEN1R,4,26,27,N,N
4001248,R303X338QQKMQ3,5,23,24,N,N
4001319,R1ASTGIHC62AVN,5,27,33,N,Y
4001410,R3F89GYNTU9SW4,1,48,70,N,N
4001476,R4GXINOYAIWIF,1,19,21,N,Y
4001491,R1IFBZH8ZFDI22,5,27,28,N,Y
4001579,R2SVS6QPWLBPN1,5,27,27,N,Y
4001581,R2JR6RVQ1ZHQYN,2,32,35,N,Y
4001599,R368BL9F60QATE,5,21,22,N,N
4001626,R33L8ZYFTFBX1T,5,29,32,N,Y
4001640,R3JRMODS6HJ3B8,1,19,20,N,Y
4001693,R4KMC9J4O4BD4,1,21,25,N,Y
4001722,RLDCCOKF1VT1U,5,28,43,N,N
4001756,R2KOQ8O11EEO2,5,19,20,N,N
4001758,R3N4N3MW8BKFLI,5,74,76,N,Y
4001786,R2IVC5HNKS4VXN,2,46,48,N,Y
4001835,RR5C4D0P5P2H2,5,27,28,N,Y
4001847,R213ORDTTD0QNT,2,65,77,N,Y
4001871,RSDTMXK6MOTWG,1,58,62,N,Y
4001901,R3040104I9LRB2,5,37,41,N,Y
4001914,RQNJ8C7BIZDEI,1,16,20,N,N
4001928,R1PFJCXIMRCCOL,5,20,20,N,Y
4001959,R2ZK0L5M0GF1EE,5,198,206,N,N
4002103,R2M6V0EJIW822Q,4,25,27,N,Y
4002105,R2BCB01LD0397R,5,30,31,N,Y
4002209,R8ZK1UJSTFPH7,4,39,40,N,Y
4002218,R1FBQZV9V2EC8,5,347,353,N,N
4002248,RHAEG1FSL6SZO,3,20,21,N,Y
4002262,R17S3N3KBII9CK,1,2,21,N,N
4002276,R3AV98OTG665V2,5,44,46,N,Y
4002289,R3FD11O1TI5MND,1,29,41,N,Y
4002343,R3K5QHBT2WRR3H,1,22,24,N,Y
4002423,R1OEE1SVFUUHJY,5,35,39,N,N
4002462,R27MYVI0T55DI,5,30,31,N,Y
4002490,R270KQC9BEGNM2,5,20,20,N,Y
4002491,R2D4FXDVVPK9R6,5,34,38,N,Y
4002512,R135TG6QR1OH6W,5,18,20,N,N
4002566,R3NBVYC422PYYJ,3,26,35,N,Y
4002575,R19ACB76EB21RT,2,86,94,N,Y
4002659,R2OB78IAH6272O,5,24,25,N,Y
4002683,R39ZVHA5SPG6SE,5,22,25,N,Y
4002715,R2ZJHEML3QH7AF,2,102,109,N,N
4002859,R3HSR7FG1121PX,5,92,99,N,N
4002863,R3NLIVM5OMNNTW,2,20,24,N,N
4003032,R2B4OSSY87XBW0,5,72,75,N,Y
4003084,R25PCU1B0HTMX9,1,3,20,N,Y
4003172,RQWRQTILLTVHY,5,46,49,N,Y
4003259,R1J85P1NZ67IRY,2,53,61,N,Y
4003330,R36PVX650LDPGY,4,24,24,N,Y
4003334,R37N8J9A96B7V4,5,27,35,N,Y
4003345,R2WDA4R7T91VD5,1,37,48,N,Y
4003347,R2RIKS9S7GG48N,5,29,33,N,N
4003373,R131P1I6JM4A2Y,1,12,24,N,Y
4003379,R29HA9DG1NMINY,1,24,28,N,N
4003451,RGL0YS2JTUJL2,1,28,31,N,Y
4003463,RJK0T4JGF4VRU,1,12,26,N,N
4003491,R1ZC0RBMZBXZH6,1,17,21,N,N
4003563,R1EAPIY792Q4YS,5,48,59,N,N
4003649,RK4ZLGBW6T2VO,1,53,55,N,Y
4003710,R1L9R3KEKQU2CO,3,21,23,N,Y
4003775,R1JMGB8ZNZBJ2Z,1,8,25,N,Y
4003778,R1MYO5NA1JKRZG,3,43,49,N,N
4003804,R1EO8BJKTPX9AQ,5,54,58,N,Y
4003904,R397L8UC9L7COQ,5,29,38,N,N
4004013,R2ZAYUZVFB1CPY,5,29,30,N,N
4004047,R156HH8GN3HNZD,3,27,29,N,Y
4004072,R39E7C7VBEQIQA,5,51,52,N,Y
4004086,RH1HQSTT3FXU0,5,28,35,N,Y
4004225,R2TTB71S5QS27L,5,31,33,N,Y
4004253,R2Y72GUSEOSSYR,5,22,22,N,Y
4004269,R1JTP3BME2KB3L,5,60,60,N,Y
4004284,R3OBV11GWF45D8,3,21,21,N,Y
4004288,R22JD0H5901QA,3,24,25,N,Y
4004302,RK0AR9NTYFW1E,4,20,20,N,Y
4004343,R1Z47Q4ZKXMC2,5,29,29,N,Y
4004368,R31QW0U3N30JSG,5,20,20,N,N
4004373,R22ZA7PUXDX051,3,20,21,N,Y
4004374,R13MCZU6YQ3TYK,5,20,21,N,Y
4004461,R3UWP9Z6RXZICH,5,21,24,N,Y
4004465,R1E2OSSAULBIA2,1,32,36,N,Y
4004489,RS3WQ4VOOR8A7,1,9,41,N,N
4004742,R16WTTIXD0VM5F,5,139,140,N,Y
4004834,R34YHHR3YQZF7T,4,22,24,N,Y
4004900,R1P9NK68PUAPLZ,5,18,20,N,Y
4004923,R2U2U9YBWU2JC1,5,41,41,N,Y
4005038,RTJWJY8HVNDO3,5,61,63,N,Y
4005051,R2P96PXWIBEEP,5,146,157,N,Y
4005127,R3496HS66X5XLK,2,23,26,N,N
4005128,R3ITTTIXW8PNGX,5,39,42,N,Y
4005143,RUM2JUG8LQGQW,5,219,228,N,Y
4005167,R2C30AMAC133O4,5,42,43,N,Y
4005209,R1AWAWN5VZHUFU,5,33,39,N,Y
4005237,R1I6J610ZAPI9J,5,71,75,N,Y
4005265,R28V0J4DZW4OXY,5,21,22,N,Y
4005378,R3K4I6R5Z6JXSJ,3,28,33,N,Y
4005445,R1VZMAL0FQ88SN,5,20,22,N,Y
4005485,R1HCBJ4NY3QKH4,1,16,30,N,N
4005538,R3H0VIAHDTMTVO,1,21,23,N,Y
4005549,R39EE4KM70UZXR,5,20,21,N,Y
4005587,R3J9Q6Y36Y0OFB,1,22,25,N,N
4005602,RHOUOJ27AH2WY,2,20,20,N,Y
4005613,R28PYY87P1WJRB,1,50,52,N,N
4005637,R2UMDXEVB7F8YG,5,42,42,N,Y
4005679,R57ZYI4RIZUS,5,24,25,N,Y
4005725,R3JVT608GI01FW,4,40,48,N,Y
4005775,R2P5WRUEO2H68G,5,25,27,N,Y
4005888,R3BEGH4D7WXEWE,4,61,68,N,Y
4005942,R30PAO228T2TA,2,25,26,N,Y
4006055,R1NAM3XN5U4BRQ,5,28,29,N,Y
4006102,R1KX0Q0WRLGHXT,1,23,23,N,Y
4006112,R3BGEQPB97ULS6,5,31,32,N,Y
4006136,RGD1AOSMZP1VO,5,26,28,N,Y
4006245,R3E2ZVKT62O1I6,5,21,22,N,Y
4006250,R3ETPVU9ZVDJW7,4,24,25,N,Y
4006253,R1JV1WX3FSF0CZ,1,73,92,N,Y
4006284,R9W9EKBHSLU4P,5,50,53,N,Y
4006298,R2EG0MMDPJLCG0,5,45,51,N,N
4006304,RQ9BE64V7PSON,5,24,24,N,Y
4006367,R1M79POYNJFHDD,4,27,27,N,Y
4006410,RHM4VIMONV1F0,1,18,20,N,N
4006510,R1H1CZVR1L1DR8,3,29,35,N,Y
4006577,R17KGTRK45T0SS,5,40,44,N,N
4006781,R2O32G7K6QAZNK,5,33,34,N,Y
4006815,RNCNSP4ZSZ743,4,18,22,N,Y
4006822,R3BFNGMKW5FLG9,5,116,119,N,N
4006867,R21D9ZGO5NQPN7,3,55,62,N,Y
4006972,RX640DNFEI1TY,4,27,28,N,Y
4006986,R11EPOCUW2BCVQ,5,25,25,N,Y
4007029,R13CBIY868MRBA,5,38,40,N,N
4007040,R2HJQXZUZS66QY,5,24,26,N,Y
4007163,R1K11FWYNKJY64,5,31,33,N,Y
4007172,RA7FZ6I31BV5S,5,32,35,N,N
4007654,R1DP2NT2YI5ZK0,1,23,28,N,N
4007658,R2U6ZUOB1CULQP,2,34,47,N,Y
4007666,R1OZ98OHCC0YF5,3,30,32,N,Y
4007718,R360V6DSND7TD1,3,22,23,N,Y
4007781,R3O7ONGSV751T5,5,18,23,N,Y
4007826,R37VP5ALL0265Z,4,19,20,N,Y
4007851,RJTN4EM5F51WG,4,30,31,N,N
4007865,RM7SY43YSRF3L,5,25,25,N,N
4007930,R3JU892XBYJUKK,5,28,28,N,Y
4008025,R3FZZLNJGLXBTV,5,41,42,N,Y
4008107,R3OZ3AP5ZERX2M,1,20,24,N,N
4008153,RGOW3REUX5ME4,2,25,28,N,N
4008225,R3VPW6T996LR7,5,29,29,N,N
4008232,R1YRHJWCH7ZTE7,5,79,83,N,Y
4008241,R2ICB3YEROSOTA,5,27,27,N,N
4008364,R1STEAO9NC2SA7,4,21,22,N,N
4008372,R3IXILLQ7KB21Q,3,31,32,N,N
4008380,RMAD1AZUEEFUC,5,20,21,N,N
4008564,RQIDQJ6Z63MPN,5,39,39,N,Y
4008592,RUAETP9M2T3KE,5,89,89,N,Y
4008600,RSE4GY21QW816,5,42,45,N,N
4008656,R1ADUW1Z8OBPY9,1,23,25,N,Y
4008750,R12QGZ9FGBW3SB,5,108,109,N,N
4008872,R1U9TXOE0RPJA6,4,20,21,N,Y
4008946,RSN5GHINHI4NR,5,59,70,N,Y
4008975,R14JDGHSDFFGDQ,3,32,34,N,Y
4008977,R329ZZEY7ASSK0,5,28,36,N,N
4009052,R2F38H3FD6Q6KL,1,17,22,N,Y
4009109,R3LY2M5U93SNPT,3,34,34,N,Y
4009111,R224FPUQ6EF6C0,5,28,28,N,N
4009136,R3M4LQZMP4RUAZ,4,23,25,N,Y
4009181,R2HXIHDOH6JFXI,4,42,44,N,N
4009239,R1R4WGUX92CV9E,4,18,21,N,Y
4009254,R1EP8OGCAH5TWZ,1,24,28,N,Y
4009288,R2QZ6HZLXSZYLR,2,28,31,N,Y
4009300,R20N2BW95OW82V,5,181,184,N,N
4009307,R1HGBH8AKWNRUY,3,18,21,N,Y
4009334,R36GOPIOIAZA3P,5,18,21,N,N
4009347,R26WNDKY9KM72Z,5,27,27,N,N
4009376,RBY7T7RCH1QC6,5,132,140,N,Y
4009445,R3BMOM6NTKYAB4,5,49,62,N,N
4009516,R358B6N5XPJY03,5,17,20,N,Y
4009552,R1VFEN5WXZDSPX,3,37,37,N,Y
4009596,RAB73SNE2HNH9,4,33,34,N,Y
4009648,R15MOOE04WGHT9,4,22,24,N,N
4009683,R2JLTIG5WYI9MO,5,36,41,N,N
4009786,R2V9UQF7J04BVP,4,26,28,N,Y
4009891,R3GO7Q7NG9XL3D,2,70,84,N,Y
4009910,R2SZASLBKPI4ZU,3,55,55,N,Y
4009939,R3TDJV01NFYJWH,1,29,36,N,N
4009941,RHFLCWQRX24JW,5,87,88,N,N
4010267,R3C6585HZKZR99,3,38,38,N,N
4010273,R11OHAGP18073I,5,27,27,N,N
4010408,R2KM926I273R1I,5,23,24,N,Y
4010411,R3HUN02LLTJ3IO,5,18,20,N,Y
4010575,RQV0X7517BXIS,5,22,22,N,N
4010585,R2YXE75KH1DYO8,5,38,41,N,Y
4010645,RIE9YROG7QMJY,1,33,35,N,Y
4010761,R16WE1OY5D00GV,5,16,21,N,Y
4010810,R1CHIZETW0WI09,5,32,32,N,Y
4010880,R1U6IQW5LHWAJ8,1,91,99,N,Y
4010932,R25CS3D8GVGVZ2,5,36,36,N,Y
4010961,R2ONPE29LNL3FQ,5,25,25,N,Y
4010984,R2GPJZXSSOF6GO,5,20,21,N,Y
4010995,R3KVHJ2305I37Y,5,27,28,N,Y
4011114,R1LTTEBQ8VJVFN,5,23,23,N,Y
4011196,R3VFF38SCY81XF,5,62,65,N,Y
4011211,R2JQL3YC66O70I,2,28,33,N,Y
4011261,R1J8OZJP25XZZ3,5,23,24,N,Y
4011292,R3LYSV2IHFURDJ,4,38,41,N,Y
4011382,R2IELCL04VFHCO,5,35,38,N,N
4011473,R3TDM0AG7G7LET,1,16,22,N,Y
4011514,R34DSVLV6OMJTE,5,60,66,N,N
4011521,R24J2LW48ZCT2V,5,25,27,N,Y
4011604,R3D7ZBEHUSZF7W,5,20,21,N,Y
4011629,RAY6I9ILAU64K,5,26,28,N,Y
4011633,R2KE3JQ2OX2QTV,5,18,23,N,Y
4011720,R2SLB76K15W72B,5,21,22,N,Y
4011761,R23JWSAABCBI4X,5,57,81,N,Y
4011783,RLZRUYCD2D9OD,3,25,27,N,N
4011877,R32IXCJ5A973CK,5,158,161,N,N
4011918,R2RCPYQ9OLT4ZF,5,92,109,N,Y
4011943,RVH38WLT6BFD5,4,48,52,N,Y
4011949,RWTDWF4T5DMV1,5,32,34,N,Y
4011953,R1822SB1NCXAM2,4,28,34,N,Y
4011958,R1LSC5RECBC2NM,5,73,80,N,Y
4011992,R35IN2LGJ27VQ9,1,26,27,N,N
4011995,R2RAOVXQ8AFEPK,5,68,70,N,Y
4012142,R2TNB8HRLG3A9M,2,18,21,N,Y
4012143,R2VP2WX31C4NZ8,5,18,20,N,Y
4012163,R3EZ4SE5KT8N02,3,19,20,N,N
4012176,R3GJPZHYIBPDL9,5,31,31,N,N
4012232,R3KDLGNKABNJ5V,3,166,173,N,N
4012323,R2L0HLGFFNWBL7,1,14,22,N,Y
4012442,R1XLO5DR5M7106,1,257,343,N,N
4012462,R3C176J9TM6M15,5,25,25,N,Y
4012495,R2N7X0SX65JVTA,1,26,28,N,N
4012576,R1IH61F9K28PBP,1,19,21,N,Y
4012583,RJ8EY5XV4JFL6,5,29,30,N,Y
4012584,R1N8520CQV6UGY,5,15,22,N,N
4012649,R2QOV4IWPOMTBQ,3,33,35,N,Y
4012661,R2T081X4GX9XLL,2,24,26,N,Y
4012733,R1IYJ6Y2O2ORZY,3,18,21,N,Y
4012734,RSIQP2W4JAND6,5,35,38,N,Y
4012737,R15UMSPF1TTO38,5,27,28,N,N
4012760,R3621YTKNHCEUO,4,49,49,N,Y
4012862,R2HV5X1GUE8PCO,4,27,32,N,Y
4012886,R2W5Z439MMX6KU,2,24,26,N,Y
4013083,R2OL5ETB1GGMLK,5,51,52,N,Y
4013113,R25XOFYLWQY80O,4,64,80,N,Y
4013216,R1C9IQCD1HWVC1,1,19,23,N,N
4013266,R2MR2PUPQ8DUSH,1,32,33,N,Y
4013276,R3GGLDKAULSMNQ,5,47,52,N,N
4013299,R1SYO6ZXC8SUDM,5,23,24,N,Y
4013398,RC02EA08EN95J,2,71,77,N,Y
4013434,R2M9LAICJV0GHU,5,81,84,N,Y
4013460,R2QD30NL28SEV9,4,28,29,N,Y
4013564,R182TKQCBFC10O,5,17,22,N,Y
